"","date","value","variable","Element","DL_ppb","variable_units","Class","mean_val","sd_val","CC_Q_cms"
"193",2016-03-04,152.26842,"boron","B",0.0339,"boron_ppb","biologic",7.65631551711799,19.2975928755378,0.12
"194",2016-03-04,0.73595,"chromium","Cr",0.0069,"chromium_ppb","metal",1.89326571716814,5.33812349074157,0.12
"195",2016-03-04,6499,"dic","DIC",880,"dic_mg.L-1","biologic",5981.55285832643,2229.01823178239,0.12
"196",2016-03-04,0.08882,"lead","Pb",9e-04,"lead_ppb","metal",0.246531220384952,0.360535098164973,0.12
"197",2016-03-04,0.39228,"molybdenum","Mo",8e-04,"molybdenum_ppb","metal",1.67670747210425,33.6382551289439,0.12
"198",2016-03-04,2691.25019,"sodium","Na",0.1863,"sodium_ppb","geogenic",1957.0785582486,651.03708671126,0.12
"199",2016-03-04,3.3672,"lithium","Li",0.2823,"lithium_ppb","metal",2.52705807820513,2.23511811497604,0.12
"200",2016-03-04,0.39523,"cadmium","Cd",8e-04,"cadmium_ppb","metal",1.20641977974138,1.40707224884627,0.12
"201",2016-03-04,21661.53,"sulfate","SO4",0,"sulfate_µmol/L; µM","geogenic",15150.9329939721,5768.2845591159,0.12
"202",2016-03-04,0.11717,"selenium","Se",0.0041,"selenium_ppb","geogenic",0.387699967274678,2.73030157710443,0.12
"203",2016-03-04,0.30893,"cobalt","Co",0.001,"cobalt_ppb","metal",0.64699722978355,0.981677942194902,0.12
"204",2016-03-04,208.58919,"phosphorus","P",1.4,"phosphorus_ppb","geogenic",210.174884224069,137.09677631628,0.12
"205",2016-03-04,4168.03045,"silicon","Si",0.2061,"silicon_ppb","geogenic",3349.83336236379,743.732729766777,0.12
"206",2016-03-04,0.01186,"silver","Ag",7e-04,"silver_ppb","metal",1.00061081040681,1.48525449539514,0.12
"207",2016-03-04,70.79333,"barium","Ba",0.0032,"barium_ppb","metal",22.1527885374138,14.1583157194702,0.12
"208",2016-03-04,401.59805,"potassium","K",4.152,"potassium_ppb","geogenic",411.678640364319,115.974608142253,0.12
"209",2016-03-04,14155.00358,"calcium","Ca",0.1895,"calcium_ppb","geogenic",12227.1606084498,7285.67896945351,0.12
"210",2016-03-04,1944.40828,"magnesium","Mg",0.174,"magnesium_ppb","geogenic",1609.74440005303,565.675778582455,0.12
"211",2016-03-11,0.05236,"vanadium","V",7e-04,"vanadium_ppb","metal",0.116315020227671,0.104856162707508,0.13
"212",2016-03-11,161.213,"nitrate","NO3",0,"nitrate_µmol/L; µM","biologic",99.8970853313704,305.532332745331,0.13
"213",2016-03-11,0.04096,"uranium","U",2e-04,"uranium_ppb","metal",0.0435490727831431,0.0209224427371418,0.13
"214",2016-03-11,65.64502,"manganese","Mn",0.0048,"manganese_ppb","geogenic",58.4111708703448,55.9242276085023,0.13
"215",2016-03-11,0.02029,"europium","Eu",1e-04,"europium_ppb","metal",0.0671169035555556,0.139720460973367,0.13
"216",2016-03-11,17.42076,"arsenic","As",0.0016,"arsenic_ppb","metal",2.17851519189655,1.74275908367189,0.13
"217",2016-03-11,0.85083,"rubidium","Rb",0.003,"rubidium_ppb","metal",0.628216557413793,0.214814044121174,0.13
"218",2016-03-11,0.02375,"beryllium","Be",0.0012,"beryllium_ppb","metal",0.063066387915937,0.0881572443524272,0.13
"219",2016-03-11,56.44536,"iron","Fe",0.0103,"iron_ppb","metal",82.1681569871972,71.8199341160753,0.13
"220",2016-03-11,1.92384,"titanium","Ti",0.0528,"titanium_ppb","metal",1.96870738160538,3.38905149295846,0.13
